Title,Release_Date,Expired_Date,Document_Number,Document_Type,Activity_Code,Clinical_Trials,URL
Novel Biomarkers for the Development of HIV Incidence Assays with Improved Specificity (R21 Clinical Trials Not Allowed),4/11/2018,5/8/2021,PA-18-754,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-754.html
Making Health Care Safer in Ambulatory Care Settings and Long Term Care Facilities (R18),4/10/2018,9/8/2021,PA-18-750,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-750.html
"Examining Diversity, Recruitment and Retention in Aging Research (R24 Clinical Trial Not Allowed)",4/10/2018,1/26/2021,PAR-18-749,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-749.html
Addressing the Challenges of the Opioid Epidemic in Minority Health and Health Disparities Research in the U.S. (R21 Clinical Trial Optional),4/10/2018,11/14/2020,PAR-18-745,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-745.html
Addressing the Challenges of the Opioid Epidemic in Minority Health and Health Disparities Research in the U.S. (R01 Clinical Trial Optional),4/10/2018,11/14/2020,PAR-18-747,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-747.html
NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional),4/6/2018,8/29/2020,PAR-18-746,PAR,K12,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-746.html
Mechanistic Ancillary Studies to Ongoing Clinical Projects (R01 Clinical Trial Not Allowed),4/4/2018,4/3/2019,RFA-AR-19-006,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AR-19-006.html
Mechanistic Ancillary Studies to Ongoing Clinical Projects (R21 Clinical Trial Not Allowed),4/4/2018,4/3/2019,RFA-AR-19-007,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AR-19-007.html
Pilot and Feasibility Clinical Research Grants in Urologic Disorders (R21 Clinical Trial Optional),4/4/2018,5/8/2021,PAR-18-743,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-743.html
Pilot and Feasibility Clinical Research Grants in Kidney Diseases (R21 Clinical Trial Optional),4/4/2018,5/8/2021,PAR-18-744,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-744.html
Mechanisms Underlying the Contribution of Type 1 Diabetes Disease-associated Variants (R01 Clinical Trial Not Allowed),4/3/2018,12/7/2018,RFA-DK-18-005,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-005.html
"Exploring Epigenomic or Non-Coding RNA Regulation in the Development, Maintenance, or Treatment of Chronic Pain (R61/R33 Clinical Trial Optional)",4/3/2018,2/12/2021,PAR-18-742,PAR,R61/R33,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-742.html
"Secondary Analyses in Obesity, Diabetes and Digestive and Kidney Diseases (R21 Clinical Trial Not Allowed)",4/3/2018,5/8/2021,PA-18-741,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-741.html
"Age-related Microbiota Changes and their Implications in Chronic Disease Prevention, Treatment and Progression (R01 Clinical Trial Optional).",4/3/2018,5/8/2021,PA-18-738,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-738.html
"Age-related Microbiota Changes and their Implications in Chronic Disease Prevention, Treatment and Progression (R21 Clinical Trial Optional).",4/3/2018,5/8/2021,PA-18-739,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-739.html
Investigator-Initiated Genomic Medicine Research (R01 Clinical Trial Optional),4/2/2018,1/23/2021,PAR-18-735,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-735.html
Investigator-Initiated Genomic Medicine Research (R21 Clinical Trial Optional),4/2/2018,1/23/2021,PAR-18-736,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-736.html
Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional),4/2/2018,5/25/2019,PAR-18-737,PAR,P50,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-737.html
Physician-Scientist (PS) Research Award for Early Stage Investigators (ESIs) (R01 - Clinical Trial Optional),3/30/2018,9/11/2020,RFA-HL-19-015,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-015.html
Small Research Grants for Establishing Basic Science-Clinical Collaborations to Understand Structural Birth Defects (R03 - Clinical Trial Not Allowed),3/30/2018,9/8/2019,PAR-18-734,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-734.html
Small Research Grants for Analyses of Data for the Gabriella Miller Kids First Data Resource (R03 - Clinical Trial Not Allowed),3/30/2018,9/8/2019,PAR-18-733,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-733.html
"Food Specific Molecular Profiles and Biomarkers of Food and Nutrient Intake, and Dietary Exposure (R01 Clinical Trial Optional)",3/29/2018,9/28/2019,PAR-18-727,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-727.html
New Directions in Hematology Research (SHINE-II) (R01 Clinical Trial Optional),3/29/2018,5/8/2021,PAS-18-730,PAS,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-18-730.html
Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21 Clinical Trial Not Allowed),3/29/2018,11/20/2020,PAR-18-731,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-731.html
Research on the Health of Transgender and Gender Nonconforming Populations (R01 Clinical Trial Optional),3/28/2018,1/8/2021,PA-18-729,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-729.html
Research on the Health of Transgender and Gender Nonconforming Populations (R21 Clinical Trial Optional),3/28/2018,1/8/2021,PA-18-728,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-728.html
Accelerating Basic and Translational Research in Hidradenitis Suppurativa (R21 Clinical Trial Not Allowed),3/28/2018,9/8/2021,PA-18-718,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-718.html
Accelerating Basic and Translational Research in Hidradenitis Suppurativa (R01 Clinical Trial Not Allowed),3/28/2018,9/8/2021,PA-18-719,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-719.html
Countermeasures Against Chemical Threats (CounterACT) Exploratory/Developmental Projects in Translational Research (R21 Clinical Trial Not Allowed),3/28/2018,5/27/2020,PAR-18-721,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-721.html
NEI Institutional Mentored Physician Scientist Award (K12 Clinical Trial Optional),3/28/2018,6/12/2020,PAR-18-726,PAR,K12,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-726.html
Generating New Insights and Mechanistic Understanding of Antibiotic Resistance Development (R21 Clinical Trial Not Allowed),3/28/2018,5/8/2021,PA-18-724,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-724.html
Generating New insights and Mechanistic Understanding of Antibiotic Resistance Development (R01 Clinical Trial Not Allowed),3/28/2018,5/8/2021,PA-18-725,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-725.html
Improving Patient Adherence to Treatment and Prevention Regimens to Promote Health (R01 Clinical Trial Optional),3/28/2018,5/8/2021,PA-18-722,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-722.html
Improving Patient Adherence to Treatment and Prevention Regimens to Promote Health (R21 Clinical Trial Optional),3/28/2018,5/8/2021,PA-18-723,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-723.html
Exploratory/Developmental Clinical Research Grants in Obesity (R21 Clinical Trial Optional),3/27/2018,5/8/2021,PA-18-720,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-720.html
"NIA Limited Competition: Renewals of, and Revisions to, Existing Alzheimer's Disease Patient Registry Cooperative Agreement Awards (U01 - Clinical Trial Not Allowed)",3/21/2018,5/8/2021,PAR-18-715,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-715.html
Novel Tools for Investigating Brain-derived GPCRs in Mental Health Research (R43/R44 Clinical Trial Not  Allowed),3/15/2018,9/6/2021,PA-18-708,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-708.html
Novel Tools for Investigating Brain-derived GPCRs in Mental Health Research (R41/R42)-Clinical Trial Not Allowed,3/15/2018,9/6/2021,PA-18-709,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-709.html
Investigations on Primary Immunodeficiency Diseases/Inborn Errors of Immunity (R01 Clinical Trial Not Allowed),3/15/2018,5/8/2021,PAR-18-712,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-712.html
"Technologies for Healthy Independent Living for Heart, Lung, Blood and Sleep Disorders  (R43 - Clinical Trial Not Allowed)",3/15/2018,9/11/2020,RFA-HL-19-016,RFA,R43,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-016.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22) - Clinical Trial Required,3/15/2018,5/8/2019,PAR-18-710,PAR,K22,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-710.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed),3/15/2018,5/8/2019,PAR-18-711,PAR,K22,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-711.html
NIDCD Research Dissertation Fellowship for Au.D. Audiologists (F32) (Clinical Trials Not Allowed),3/14/2018,1/8/2021,PAR-18-700,PAR,F32,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-700.html
BRAIN Initiative: New Technologies and Novel Approaches for Large-Scale Recording and Modulation in the Nervous System (R01 Clinical Trials Not Allowed),3/14/2018,10/30/2020,RFA-NS-18-020,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-020.html
BRAIN Initiative: Optimization of Transformative Technologies for Large Scale Recording and Modulation in the Nervous System (U01-Clinical Trials Not Allowed),3/14/2018,10/30/2020,RFA-NS-18-019,RFA,U01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-019.html
"Advancing Exceptional Research on HIV/AIDS and Substance Abuse (R01, Clinical Trial Optional)",3/14/2018,8/22/2020,RFA-DA-18-022,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-18-022.html
Academic Research Enhancement Award for Undergraduate-Focused Institutions (R15 Clinical Trial Not Allowed),3/14/2018,5/8/2021,PAR-18-714,PAR,R15,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-714.html
NEI Translational Research Program (TRP) on Therapy for Visual Disorders (R24 Clinical Trial Optional),3/6/2018,4/10/2020,PAR-18-707,PAR,R24,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-707.html
Selective Cell and Network Vulnerability in Aging and Alzheimers Disease (R01 - Clinical Trial Not Allowed),3/6/2018,11/6/2019,PAR-18-706,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-706.html
SBIR Technology Transfer (R43/R44 Clinical Trial Not Allowed),3/6/2018,4/6/2021,PA-18-705,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-705.html
Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional),3/5/2018,5/19/2020,PAR-18-701,PAR,P50,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-701.html
Science-Based Quality Measurement and Management Development for Opioid Use Disorder Treatment (R61/R33 Clinical Trial Required),3/5/2018,11/8/2018,RFA-DA-19-005,RFA,R61/R33,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-005.html
High Priority HIV/AIDS Research within the Mission of the NIDDK (R01 Clinical Trial Optional),3/5/2018,1/8/2021,PAS-18-698,PAS,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-18-698.html
Basic and Translational Oral Health Research Related to HIV/AIDS (R21 Clinical Trial Not Allowed),3/5/2018,1/8/2021,PA-18-695,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-695.html
Basic and Translational Oral Health Research Related to HIV/AIDS (R01 Clinical Trial Not Allowed),3/5/2018,1/8/2021,PA-18-699,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-699.html
"Stimulating T4 Implementation Research to Optimize Integration of Proven-effective Interventions for Heart, Lung, and Blood Diseases and Sleep Disorders into Practice (STIMULATE) (R01 Clinical Trial Not Allowed)",3/5/2018,6/16/2020,RFA-HL-19-014,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-014.html
"Natural Product, Multi-Site, Clinical Trial, Data Coordinating Center (Collaborative U24 - Clinical Trial Required)",3/5/2018,11/5/2019,PAR-18-697,PAR,U24,Required_Infrastructure,https://grants.nih.gov/grants/guide/pa-files/PAR-18-697.html
Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Natural Products (Collaborative UG3/UH3 Clinical Trial Required),3/5/2018,11/5/2019,PAR-18-696,PAR,UG3/UH3,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-696.html
Interdisciplinary Research Teams to Investigate Reciprocal Basic Behavioral and Social Linkages Between Sleep and Stress (R24 Clinical Trial Optional),3/2/2018,11/30/2018,PAR-18-694,PAR,R24,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-694.html
Short-term Mentored Career Enhancement Awards for Mid-Career Investigators to Integrate Basic Behavioral and Social Sciences (K18 Clinical Trial Required),3/2/2018,4/14/2019,PAR-18-692,PAR,K18,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-692.html
BRAIN Initiative: New Concepts and Early - Stage Research for Large - Scale Recording and Modulation in the Nervous System (R21) (Clinical Trial Not Allowed),3/2/2018,10/30/2020,RFA-EY-18-001,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-EY-18-001.html
Developmental  Pharmacodynamics and  Models of Drug Effects in Pediatrics (R03 Clinical Trial Optional),3/1/2018,5/8/2021,PA-18-687,PA,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-687.html
Developmental  Pharmacodynamics and  Models of Drug Effects in Pediatrics (R01 Clinical Trial Optional),3/1/2018,5/8/2021,PA-18-688,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-688.html
Innovative Therapies and Tools for Screenable Disorders (R01 Clinical Trial Optional),3/1/2018,5/8/2021,PAR-18-689,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-689.html
Innovative Therapies and Tools for Screenable Disorders (R03 Clinical Trial Optional),3/1/2018,5/8/2021,PAR-18-690,PAR,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-690.html
Innovative Therapies and Tools for Screenable Disorders (R21 Clinical Trial Optional),3/1/2018,5/8/2021,PAR-18-691,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-691.html
NINDS Postdoctoral Mentored Career Development Award (K01 No Independent Clinical Trial Allowed),2/28/2018,1/8/2020,PAR-18-686,PAR,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-686.html
NINDS Postdoctoral Mentored Career Development Award (K01 Clinical Trial Required),2/28/2018,1/8/2020,PAR-18-685,PAR,K01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-685.html
Fundamental Mechanisms of Affective and Decisional Processes in Cancer Control (R01 Clinical Trial Optional),2/27/2018,10/12/2019,PAR-18-681,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-681.html
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics (R61/R33 Clinical Trial Required),2/27/2018,1/8/2021,PAR-18-683,PAR,R61/R33,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-683.html
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics (R33 Clinical Trial Required),2/27/2018,1/8/2021,PAR-18-684,PAR,R33,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-684.html
Methods Development in Natural Products Chemistry (R41/R42 Clinical Trial Not Allowed),2/26/2018,4/6/2019,PA-18-682,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-682.html
Administrative Supplement for the NIBIB Research Education Programs for Residents and Clinical Fellows (Admin Supp Clilnical Trial Not Allowed),2/23/2018,3/18/2020,PA-18-680,PA,(Admin_Supp),Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-680.html
Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R21 - Clinical Trial Not Allowed),2/23/2018,5/8/2021,PA-18-678,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-678.html
Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R01 - Clinical Trial Not Allowed),2/23/2018,5/8/2021,PA-18-677,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-677.html
NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required),2/23/2018,5/8/2020,PAR-18-679,PAR,K99/R00,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-679.html
U.S. Tobacco Control Policies to Reduce Health Disparities (R21 Clinical Trial Optional),2/21/2018,6/16/2020,PAR-18-674,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-674.html
U.S. Tobacco Control Policies to Reduce Health Disparities (R01 Clinical Trial Optional),2/21/2018,6/16/2020,PAR-18-675,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-675.html
Limited Competition:  Specific Pathogen Free Macaque Colonies (U42 Clinical Trial Not Allowed),2/21/2018,1/8/2021,PAR-18-669,PAR,U42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-669.html
Ruth L. Kirschstein National Research Service Award (NRSA)Individual Fellowship for Students at Institutions Without NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),2/20/2018,1/8/2021,PA-18-673,PA,F30,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-673.html
Ruth L. Kirschstein National Research Service Award (NRSA) Individual Senior Fellowship (Parent F33),2/20/2018,1/8/2021,PA-18-672,PA,F33,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-672.html
Ruth L. Kirschstein National Research Service Award (NRSA) Individual Postdoctoral Fellowship (Parent F32),2/16/2018,1/8/2021,PA-18-670,PA,F32,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-670.html
Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship (Parent F31),2/16/2018,1/8/2021,PA-18-671,PA,F31,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-671.html
Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions with NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),2/16/2018,1/8/2021,PA-18-668,PA,F30,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-668.html
